-49.5	0	
-48.5	0	
-47.5	0	
-46.5	0	
-45.5	0	
-44.5	0	
-43.5	0	
-42.5	0	
-41.5	0	
-40.5	0	
-39.5	0	
-38.5	1	
-37.5	0	
-36.5	4	
-35.5	1	
-34.5	2	
-33.5	3	
-32.5	8	
-31.5	2	
-30.5	20	
-29.5	17	
-28.5	30	
-27.5	35	
-26.5	49	
-25.5	69	
-24.5	92	
-23.5	128	
-22.5	170	
-21.5	196	
-20.5	320	
-19.5	447	
-18.5	508	
-17.5	726	
-16.5	1003	
-15.5	1231	
-14.5	1544	
-13.5	1963	
-12.5	2377	
-11.5	2888	
-10.5	3560	
-9.5	4112	
-8.5	4842	
-7.5	5491	
-6.5	6210	
-5.5	6908	
-4.5	7652	
-3.5	8128	
-2.5	8763	
-1.5	8951	
-0.5	9476	
0.5	9397	
1.5	9452	
2.5	9158	
3.5	8924	
4.5	8392	
5.5	7946	
6.5	7332	
7.5	6711	
8.5	5905	
9.5	5042	
10.5	4436	
11.5	3794	
12.5	3207	
13.5	2586	
14.5	2158	
15.5	1676	
16.5	1312	
17.5	1007	
18.5	763	
19.5	591	
20.5	432	
21.5	356	
22.5	215	
23.5	199	
24.5	140	
25.5	91	
26.5	54	
27.5	55	
28.5	45	
29.5	45	
30.5	27	
31.5	24	
32.5	19	
33.5	17	
34.5	14	
35.5	10	
36.5	11	
37.5	17	
38.5	10	
39.5	12	
40.5	11	
41.5	9	
42.5	15	
43.5	9	
44.5	4	
45.5	13	
46.5	15	
47.5	14	
48.5	10	
49.5	15	
50.5	8	
51.5	7	
52.5	11	
53.5	13	
54.5	6	
55.5	9	
56.5	8	
57.5	4	
58.5	16	
59.5	8	
60.5	10	
61.5	10	
62.5	13	
63.5	11	
64.5	7	
65.5	13	
66.5	6	
67.5	5	
68.5	9	
69.5	3	
70.5	13	
71.5	8	
72.5	9	
73.5	12	
74.5	8	
75.5	13	
76.5	3	
77.5	9	
78.5	10	
79.5	9	
80.5	5	
81.5	10	
82.5	10	
83.5	6	
84.5	6	
85.5	4	
86.5	4	
87.5	5	
88.5	4	
89.5	18	
90.5	3	
91.5	7	
92.5	8	
93.5	8	
94.5	10	
95.5	13	
96.5	9	
97.5	3	
98.5	7	
99.5	7	
100.5	8	
101.5	7	
102.5	1	
103.5	7	
104.5	8	
105.5	5	
106.5	3	
107.5	8	
108.5	5	
109.5	8	
110.5	4	
111.5	4	
112.5	4	
113.5	8	
114.5	9	
115.5	9	
116.5	6	
117.5	6	
118.5	11	
119.5	5	
120.5	6	
121.5	15	
122.5	10	
123.5	9	
124.5	8	
125.5	6	
126.5	8	
127.5	7	
128.5	8	
129.5	4	
130.5	4	
131.5	7	
132.5	8	
133.5	6	
134.5	4	
135.5	9	
136.5	7	
137.5	14	
138.5	10	
139.5	8	
140.5	10	
141.5	10	
142.5	8	
143.5	6	
144.5	7	
145.5	6	
146.5	13	
147.5	6	
148.5	8	
149.5	12	
150.5	9	
151.5	9	
152.5	9	
153.5	8	
154.5	8	
155.5	8	
156.5	4	
157.5	8	
158.5	7	
159.5	10	
160.5	12	
161.5	4	
162.5	14	
163.5	14	
164.5	8	
165.5	8	
166.5	10	
167.5	12	
168.5	10	
169.5	8	
170.5	12	
171.5	10	
172.5	15	
173.5	8	
174.5	26	
175.5	14	
176.5	12	
177.5	10	
178.5	16	
179.5	11	
180.5	11	
181.5	21	
182.5	21	
183.5	22	
184.5	20	
185.5	24	
186.5	24	
187.5	19	
188.5	27	
189.5	22	
190.5	22	
191.5	42	
192.5	35	
193.5	50	
194.5	47	
195.5	47	
196.5	62	
197.5	69	
198.5	91	
199.5	106	
200.5	123	
201.5	144	
202.5	193	
203.5	214	
204.5	233	
205.5	313	
206.5	346	
207.5	411	
208.5	473	
209.5	586	
210.5	651	
211.5	746	
212.5	961	
213.5	1073	
214.5	1259	
215.5	1309	
216.5	1524	
217.5	1757	
218.5	1935	
219.5	2143	
220.5	2325	
221.5	2474	
222.5	2798	
223.5	3004	
224.5	3301	
225.5	3378	
226.5	3570	
227.5	3690	
228.5	3880	
229.5	3981	
230.5	4120	
231.5	4243	
232.5	4275	
233.5	4164	
234.5	4250	
235.5	4173	
236.5	4269	
237.5	4035	
238.5	3990	
239.5	3873	
240.5	3787	
241.5	3597	
242.5	3390	
243.5	3070	
244.5	2946	
245.5	2782	
246.5	2478	
247.5	2335	
248.5	2144	
249.5	1882	
250.5	1686	
251.5	1547	
252.5	1378	
253.5	1184	
254.5	997	
255.5	909	
256.5	741	
257.5	681	
258.5	569	
259.5	459	
260.5	405	
261.5	364	
262.5	304	
263.5	240	
264.5	204	
265.5	166	
266.5	155	
267.5	143	
268.5	133	
269.5	110	
270.5	112	
271.5	102	
272.5	102	
273.5	86	
274.5	101	
275.5	86	
276.5	90	
277.5	62	
278.5	88	
279.5	95	
280.5	85	
281.5	70	
282.5	80	
283.5	77	
284.5	98	
285.5	89	
286.5	88	
287.5	108	
288.5	90	
289.5	89	
290.5	80	
291.5	98	
292.5	79	
293.5	95	
294.5	110	
295.5	80	
296.5	121	
297.5	100	
298.5	111	
299.5	116	
300.5	102	
301.5	114	
302.5	113	
303.5	95	
304.5	108	
305.5	119	
306.5	123	
307.5	103	
308.5	93	
309.5	116	
310.5	122	
311.5	140	
312.5	122	
313.5	109	
314.5	123	
315.5	120	
316.5	110	
317.5	125	
318.5	112	
319.5	100	
320.5	135	
321.5	138	
322.5	97	
323.5	122	
324.5	113	
325.5	118	
326.5	123	
327.5	108	
328.5	126	
329.5	117	
330.5	132	
331.5	120	
332.5	95	
333.5	105	
334.5	115	
335.5	99	
336.5	106	
337.5	99	
338.5	88	
339.5	79	
340.5	101	
341.5	108	
342.5	99	
343.5	95	
344.5	89	
345.5	85	
346.5	100	
347.5	92	
348.5	98	
349.5	86	
350.5	86	
351.5	74	
352.5	66	
353.5	69	
354.5	58	
355.5	63	
356.5	66	
357.5	58	
358.5	55	
359.5	58	
360.5	51	
361.5	50	
362.5	47	
