549.1	1	
553.3	0	
557.5	0	
561.7	3	
565.9	4	
570.1	3	
574.3	6	
578.5	8	
582.7	6	
586.9	8	
591.1	9	
595.3	11	
599.5	9	
603.7	24	
607.9	12	
612.1	23	
616.3	11	
620.5	22	
624.7	13	
628.9	11	
633.1	17	
637.3	9	
641.5	7	
645.7	6	
649.9	4	
654.1	4	
658.3	4	
662.5	3	
666.7	0	
670.9	2	
Number of pulses received - @ Low gain 35dB, gate 500ms Vbias 55V thr -44mV
