532.5	0	
597.5	0	
662.5	0	
727.5	3	
792.5	7	
857.5	9	
922.5	56	
987.5	86	
1052.5	127	
1117.5	285	
1182.5	779	
1247.5	2075	
1312.5	1644	
1377.5	3061	
1442.5	4355	
1507.5	2804	
1572.5	5132	
1637.5	4700	
1702.5	3660	
1767.5	6150	
1832.5	4099	
1897.5	4659	
1962.5	6067	
2027.5	3835	
2092.5	5613	
2157.5	5332	
2222.5	4102	
2287.5	6207	
2352.5	4740	
2417.5	4922	
2482.5	6221	
2547.5	4341	
2612.5	5690	
2677.5	5865	
2742.5	4615	
2807.5	6135	
2872.5	5081	
2937.5	4902	
3002.5	6275	
3067.5	4747	
3132.5	5528	
3197.5	6021	
3262.5	4728	
3327.5	6155	
3392.5	5537	
3457.5	5023	
3522.5	6306	
3587.5	5286	
3652.5	5510	
3717.5	6164	
3782.5	5035	
3847.5	5967	
3912.5	5837	
3977.5	5115	
4042.5	6245	
4107.5	5430	
4172.5	5535	
4237.5	6102	
4302.5	5342	
4367.5	5766	
4432.5	5821	
4497.5	5370	
4562.5	5836	
4627.5	5452	
4692.5	5314	
4757.5	5884	
4822.5	5413	
4887.5	5536	
4952.5	5870	
5017.5	5268	
5082.5	5657	
5147.5	5552	
5212.5	5283	
5277.5	5731	
5342.5	5387	
5407.5	5585	
5472.5	5563	
5537.5	5211	
5602.5	5609	
5667.5	5498	
5732.5	5380	
5797.5	5630	
5862.5	5265	
5927.5	5170	
5992.5	5349	
6057.5	5094	
6122.5	5341	
6187.5	5285	
6252.5	5082	
6317.5	5362	
6382.5	5206	
6447.5	5101	
6512.5	5065	
6577.5	4894	
6642.5	5027	
6707.5	4988	
6772.5	4894	
6837.5	4984	
6902.5	4913	
6967.5	4825	
7032.5	4731	
7097.5	4634	
7162.5	4780	
7227.5	4715	
7292.5	4534	
7357.5	4624	
7422.5	4593	
7487.5	4478	
7552.5	4520	
7617.5	4432	
7682.5	4395	
7747.5	4394	
7812.5	4219	
7877.5	4299	
7942.5	4181	
8007.5	4076	
8072.5	4070	
8137.5	4034	
8202.5	4179	
8267.5	4087	
8332.5	3909	
8397.5	4000	
8462.5	3830	
8527.5	3825	
8592.5	3695	
8657.5	3682	
8722.5	3733	
8787.5	3540	
8852.5	3623	
8917.5	3541	
8982.5	3470	
9047.5	3534	
9112.5	3336	
9177.5	3393	
9242.5	3337	
9307.5	3273	
9372.5	3201	
9437.5	3203	
9502.5	3152	
9567.5	3155	
9632.5	3124	
9697.5	2948	
9762.5	3013	
9827.5	2861	
9892.5	2963	
9957.5	2898	
10022.5	2857	
10087.5	2852	
10152.5	2816	
10217.5	2718	
10282.5	2668	
10347.5	2680	
10412.5	2651	
10477.5	2641	
10542.5	2593	
10607.5	2530	
10672.5	2515	
10737.5	2399	
10802.5	2417	
10867.5	2288	
10932.5	2362	
10997.5	2237	
11062.5	2343	
11127.5	2256	
11192.5	2170	
11257.5	2074	
11322.5	2112	
11387.5	2064	
11452.5	2045	
11517.5	2016	
11582.5	2031	
11647.5	1928	
11712.5	1888	
11777.5	1913	
11842.5	1910	
11907.5	1945	
11972.5	1840	
12037.5	1877	
12102.5	1822	
12167.5	1798	
12232.5	1849	
12297.5	1718	
12362.5	1742	
12427.5	1642	
12492.5	1686	
12557.5	1587	
12622.5	1601	
12687.5	1629	
12752.5	1547	
12817.5	1457	
12882.5	1498	
