0.00	0.00
1.00	-1.90
2.00	-1.85
3.00	-1.40
4.00	-1.95
5.00	-0.90
6.00	-0.60
7.00	-1.60
8.00	-0.85
9.00	-0.75
10.00	-1.00
11.00	-0.85
12.00	-0.05
13.00	-1.50
14.00	-2.15
15.00	-2.00
16.00	-2.70
17.00	-2.30
18.00	-1.95
19.00	-1.40
20.00	-1.80
21.00	-1.80
22.00	-2.25
23.00	-0.50
24.00	-0.75
25.00	-1.10
26.00	-0.55
27.00	-1.95
28.00	-2.40
29.00	-1.20
30.00	-1.35
31.00	-1.15
32.00	-0.15
33.00	-0.80
34.00	-1.30
35.00	-1.15
36.00	-0.05
37.00	0.05
38.00	-1.40
39.00	-1.30
40.00	-0.75
41.00	-1.25
42.00	-1.65
43.00	-1.80
44.00	-0.35
45.00	-0.20
46.00	-1.10
47.00	-1.55
48.00	-1.30
49.00	-1.10
50.00	-1.90
51.00	-1.50
52.00	-1.30
53.00	-0.75
54.00	-1.20
55.00	-1.35
56.00	-0.90
57.00	-1.45
58.00	-1.30
59.00	-0.80
60.00	-0.20
61.00	-1.20
62.00	-1.05
63.00	-1.45
64.00	-1.60
65.00	-2.30
66.00	-1.75
67.00	-1.20
68.00	-1.25
69.00	-1.45
70.00	-0.75
71.00	-0.30
72.00	-1.60
73.00	0.05
74.00	-0.35
75.00	-0.75
76.00	-0.10
77.00	-1.60
78.00	-1.80
79.00	-1.60
80.00	-1.80
81.00	-1.45
82.00	-1.30
83.00	-1.20
84.00	-0.55
85.00	-1.65
86.00	-1.70
87.00	-1.50
88.00	-1.95
89.00	-1.60
90.00	-0.65
91.00	-1.10
92.00	-0.60
93.00	-0.65
94.00	-0.50
95.00	-1.10
96.00	-1.40
97.00	0.00
98.00	-0.05
99.00	-0.75
100.00	-0.85
101.00	-2.30
102.00	-1.60
103.00	-1.05
104.00	-0.45
105.00	-0.60
106.00	-1.55
107.00	-1.25
108.00	-1.50
109.00	-1.40
110.00	-1.55
111.00	-1.15
112.00	-1.40
113.00	-0.30
114.00	-0.90
115.00	-0.70
116.00	-1.70
117.00	0.45
118.00	-0.10
119.00	1.15
120.00	-0.25
121.00	-0.35
122.00	-1.75
123.00	-1.65
124.00	-2.10
125.00	-1.55
126.00	-0.95
127.00	-1.85
128.00	-1.05
129.00	-1.40
130.00	-0.60
131.00	-0.80
132.00	-0.35
133.00	0.50
134.00	-0.75
135.00	-0.45
136.00	-1.20
137.00	-1.20
138.00	-0.80
139.00	-2.25
140.00	-1.95
141.00	-1.10
142.00	-1.55
143.00	-1.40
144.00	0.20
145.00	-0.45
146.00	-0.50
147.00	-0.85
148.00	-1.60
149.00	-1.45
150.00	-2.15
151.00	-0.90
152.00	-0.60
153.00	-0.70
154.00	-2.10
155.00	-1.45
156.00	-1.00
157.00	-0.30
158.00	-0.35
159.00	0.05
160.00	-0.55
161.00	-1.25
162.00	-1.95
163.00	-2.30
164.00	-1.15
165.00	-0.60
166.00	-1.00
167.00	-1.00
168.00	-0.65
169.00	-0.10
170.00	-1.55
171.00	-1.90
172.00	-2.05
173.00	-1.35
174.00	-2.20
175.00	-2.50
176.00	-2.70
177.00	-2.80
178.00	-1.30
179.00	-0.70
180.00	-1.35
181.00	-0.05
182.00	-0.85
183.00	-1.05
184.00	-0.95
185.00	-1.30
186.00	-1.05
187.00	-1.50
188.00	-1.20
189.00	-0.70
190.00	-1.05
191.00	-1.70
192.00	-1.20
193.00	-1.05
194.00	-0.90
195.00	-0.45
196.00	-0.60
197.00	-1.25
198.00	-1.40
199.00	-1.05
200.00	-1.65
201.00	-1.55
202.00	-1.25
203.00	-0.15
204.00	-0.85
205.00	-1.90
206.00	-2.70
207.00	-1.55
208.00	-1.35
209.00	-1.50
210.00	-1.40
211.00	-1.40
212.00	-0.80
213.00	-1.25
214.00	-1.20
215.00	-1.40
216.00	-0.65
217.00	-0.90
218.00	-1.20
219.00	-1.00
220.00	-0.50
221.00	-1.40
222.00	-0.85
223.00	-1.55
224.00	-0.10
225.00	0.05
226.00	-0.50
227.00	-1.95
228.00	-1.50
229.00	-0.40
230.00	-0.65
231.00	-0.70
232.00	-0.60
233.00	-1.00
234.00	-0.95
235.00	-0.45
236.00	-0.65
237.00	0.10
238.00	-0.25
239.00	-1.45
240.00	-0.95
241.00	-1.20
242.00	-1.90
243.00	-2.65
244.00	-2.05
245.00	-0.40
246.00	-1.60
247.00	-1.95
248.00	-2.25
249.00	-0.85
250.00	-1.35
251.00	-1.45
252.00	-1.25
253.00	-1.00
254.00	-1.65
255.00	-0.90
256.00	-1.00
257.00	-0.50
258.00	-1.00
259.00	-0.80
260.00	-0.80
261.00	-1.25
262.00	-1.65
263.00	-1.00
264.00	-1.25
265.00	-1.60
266.00	-1.60
267.00	-1.80
268.00	-1.40
269.00	-1.55
270.00	-1.10
271.00	-1.55
272.00	-1.10
273.00	-0.80
274.00	-1.00
275.00	-1.35
276.00	-1.35
277.00	-1.25
278.00	-0.75
279.00	-0.65
280.00	-1.90
281.00	-1.15
282.00	-1.00
283.00	-0.60
284.00	0.00
285.00	-1.20
286.00	-1.45
287.00	-2.70
288.00	-1.25
289.00	-1.00
290.00	-1.40
291.00	-1.25
292.00	-0.90
293.00	-1.30
294.00	-0.75
295.00	-1.00
296.00	-0.85
297.00	-0.25
298.00	-0.90
299.00	-0.10
300.00	-0.10
301.00	-0.20
302.00	-0.05
303.00	0.20
304.00	-2.10
305.00	-1.65
306.00	-0.80
307.00	-1.40
308.00	-1.60
309.00	-0.95
310.00	-1.35
311.00	-1.35
312.00	-1.25
313.00	-0.75
314.00	-2.30
315.00	-1.45
316.00	-1.25
317.00	-0.55
318.00	-0.65
319.00	-1.10
320.00	-1.05
321.00	-0.65
322.00	0.00
323.00	-0.25
324.00	-0.65
325.00	-1.30
326.00	-0.40
327.00	-1.35
328.00	-1.35
329.00	-1.05
330.00	-1.30
331.00	-0.15
332.00	0.30
333.00	-0.60
334.00	-1.65
335.00	-1.00
336.00	-1.10
337.00	-0.60
338.00	-0.70
339.00	-0.95
340.00	-1.70
341.00	-2.25
342.00	-1.20
343.00	-1.65
344.00	-1.55
345.00	-0.50
346.00	-0.95
347.00	-1.10
348.00	-1.50
349.00	-1.10
350.00	-1.75
351.00	-0.45
352.00	-1.70
353.00	-0.20
354.00	-1.40
355.00	-1.20
356.00	-0.10
357.00	-0.50
358.00	-0.35
359.00	-0.60
360.00	-0.60
361.00	-2.55
362.00	-3.20
363.00	-1.85
364.00	-1.00
365.00	-0.50
366.00	-0.70
367.00	-0.70
368.00	-0.90
369.00	-1.20
370.00	-1.60
371.00	-0.95
372.00	-0.60
373.00	0.20
374.00	-0.15
375.00	-2.05
376.00	-1.75
377.00	-0.35
378.00	-0.60
379.00	-0.60
380.00	-0.95
381.00	-0.65
382.00	-1.40
383.00	-1.45
384.00	-0.50
385.00	-0.35
386.00	-1.55
387.00	-1.05
388.00	-0.90
389.00	-1.65
390.00	-1.65
391.00	-2.00
392.00	-0.85
393.00	-1.10
394.00	-1.85
395.00	-0.85
396.00	-1.50
397.00	-1.10
398.00	-0.80
399.00	-0.40
400.00	-0.30
401.00	1.20
402.00	0.00
403.00	-1.10
404.00	0.05
405.00	-1.15
406.00	-1.35
407.00	-0.45
408.00	-0.90
409.00	-0.95
410.00	-1.25
411.00	-1.55
412.00	-1.35
413.00	-1.60
414.00	-0.45
415.00	-0.30
416.00	-0.75
417.00	-1.60
418.00	-1.10
419.00	-0.40
420.00	-0.75
421.00	-0.25
422.00	0.30
423.00	0.50
424.00	1.15
425.00	4.20
426.00	9.55
427.00	14.55
428.00	19.60
429.00	24.95
430.00	26.85
431.00	24.70
432.00	20.00
433.00	12.55
434.00	9.35
435.00	4.95
436.00	1.70
437.00	0.45
438.00	-0.80
439.00	-2.10
440.00	-1.75
441.00	-0.90
442.00	-0.60
443.00	-0.25
444.00	-0.80
445.00	-0.80
446.00	-1.30
447.00	-1.50
448.00	-0.85
449.00	-1.05
450.00	0.40
