-6	46.604	
-8	46.936	
-10	47.036	
-12	48.388	
-14	47.168	
-16	39.792	
-18	1.888	
-20	1.592	
-22	1.528	
-24	0.864	
-26	0.736	
-28	0.628	
-30	0.052	
-32	0.048	
-34	0.024	
-36	0.012	
-38	0.02	
-40	0.004	
-42	0.008	
Threshold [mV] - Staircase(s)-Multicolor	Frequency  [kHz] - Staircase(s)-Multicolor	
